,index,english,translated_from_finnish,translated_from_dutch,translated_from_french,translated_from_german,translated_from_hebrew,translated_from_italian,translated_from_japanese,translated_from_mandarin,translated_from_polish,translated_from_portuguese,translated_from_russian,translated_from_spanish,translated_from_turkish,translated_from_ukrainian
98,1651,Is it far from here?,ഇവിടുന്ന് പോകണോ?,Is it far from here? Is it far from here?,Jsi loin d'ici?,ഇത് വളരെ ദൂരെയല്ലേ?,Je to daleko odsud? | Je to daleko odsud? | Je to daleko odsud?,È lontana da qui? | È lontano da qui?,මෙතන ඉදන්遠いの?,| 離ここ遠不遠?,Czy daleko odtud?,Je daleko daqui? | É distant daqui? | Fica longe daqui?,ഇത് വളരെ ദൂരെയാണോ?,ഇവിടെ നിന്നും അകലെയാണോ?,O buradan uzak mı?,මේ කොහේද?
99,1652,These things aren't mine!,Tyhle věci nejsou moje! | Tyhle věci nejsou moje!,These things aren't my stuff!,Ce ne sont pas mes affaires!,Das sind nicht meine Sachen!,Tyhle věci nejsou moje! | Tyhle věci nepatří mým!,Queste non sono le mie cose! | Queste cose non sono mie!,These things are not my things.,මේ දේවල් මගේ නෙවෙයි!,Te rzeczy nie są moje!,Essas coisas não são mí!,Это не мои вещи! | Эти вещи не мои!,¡Estas cosas no son mías!,Bu şeyler benimki değil!,Ці речі не мої!
100,1654,Would you like to dance with me?,നൃത്തം ചെയ്യാമോ?,Do you want to dance with me? Do you want to dance with me?,നീ എന് റെ കൂടെ നൃത്തം ചെയ്യുമോ?,Tanzt du mit mir? | Willst du mit mir tanzen?,תרצי לרקוד אתי? | האם תרצי לרקוד אתי? | האם תרצה לרקוד אתי?,Vorresti ballare con me? | Vorrebbe ballare con me?,私と踊ってくれませんか。 | 私と踊っていただけませんか。 | 私と一緒に踊っていただけますか。 | 私と一緒に踊っていただけますか。,你愿意和我跳舞吗?,Czy chciałbyś ze mną zatańczyć?,Would you like to dance with me? | You would like to dance with me?,Не хотели бы ты потанцевать со мной? | Не хотели бы ты потанцевать со мной? | Не хотели бы вы потанцевать со мной? | Не хотите ли со мной потанцевать?,¿Bailas conmigo? | ¿Te gustaría bailar conmigo? | ¿Le gustaría bailar conmigo?,Benimle dans etmek ister misin?,Ти не хотів би со мною потанцювати? | Ти не хотіла би со мною потанцювати?
101,1659,It's not my fault!,Se ei ole minun syytäni! | Ei se minun syytäni ole!,It's not my fault!,Ce n'est pas ma faute! | Ce n'est pas ma faute!,Es ist nicht meine Schuld!,| あああ、あああ、あああ!,Non è colpa mia!,私のせいじゃない! | 私のせいじゃない。,මේක මගේ වැරැද්දක් නෙමෙයි!,To nie moja wina! | To nie moja wina.,അത് എന് റെ കുറ്റമല്ല!,Это не моя вина!,ඒක මගේ වරදක් නෙමෙයි!,Bu benim hatam değil! | Benim hatam değil!,Це не моя провина.
102,1663,Where are the showers?,Kur yra dušo kabinos? | Kur yra dušo kabinos?,Where are the showers?,Kde jsou ty sprchy?,Wo sind die Duschen?,موږ سره اړیکه ونیسئ,Dove sono le docce?,"""Where is シャワー?"".",Kde je koupelna?,Kde jsou prysznice?,Onde estão as duchas? | Onde ficam os chuveiros?,Where shower? | Where showerвая?,എവിടെയാണ് പ്രേതങ്ങള്?,Duşlar nerede? | Duş nerede?,Де душова? | А де душі?
103,1666,I have lost my wallet.,Jsem kadottanut lompakkoni. | Olen hävittänyt lompakkoni. | Olen hukannut lompakon.,I lost my wallet. | I lost my wallet.,J'ai perdu mon portefeuille.,Ich habe meine Brieftasche verloren. | Ich habe meine Geldbörse verloren. | Ich habe meine Portemonnaie verloren.,I lost my wallet.,Ho perso il mio portafoglio. | Persi il mio portafoglio.,財布をなくしたの。 | 財布をなくした。,I lost my money.,Zgubiłem portfel.,私は私の財布を失った | Perdi moja carteira.,Я потеряла кошелек. | Я потеряла кошелек. | Я бумажник потерял.,Ztratil mi moedero. | Perdí mi billetera. | Ztratil mi billetera.,Cüzdanımı kaybettim. | Ben cüzdanımı kaybettim.,Я загубив гаманець. | Я загубила гаманець.
104,1679,Thanks to you I've lost my appetite.,"Menetin ruokahaluni, kiitos teidän.",It's your fault I've lost my appetite. | It's your fault I've lost my appetite. | It's your fault I've lost my appetite.,Díky à toi j'ai perdu mon appétit.,Dank dir habe ich meinen Appetit verloren.,"இத்தகைய காரணங்களால், அந்நாளில் நிகழ்ந்த மோதல்களின் விளைவுகள், மோதல்கள் மற்றும் மோதல்களின் விளைவுகள் ஆகியவற்றின் விளைவுகள், மோதல்கள் மற்றும் மோதல்களின் விளைவுகள் ஆகியவற்றின் விளைவுகள், மோதல்கள் மற்றும் மோதல்களின் விளைவுகள் ஆகியவற்றின் விளைவுகள், மோதல்கள் மற்றும் மோதல்கள் ஆகியவற்றின் விளைவுகள், மோதல்கள் மற்றும் மோதல்கள் ஆகியவற்றின் விளைவுகள், மோதல்கள் மற்றும் மோதல்கள் ஆகியவற்றின் விளைவுகள் ஆகியவற்றின் விளைவுகள், மோதல்கள் மற்றும் மோதல்கள் ஆகியவற்றின் விளைவுகள், மோதல்கள் மற்றும் மோதல்கள் ஆகியவற்றின் விளைவுகள், மோதல்கள் மற்றும் மோதல்கள் ஆகியவற்றின் விளைவுகள், மோதல்கள் மற்றும் மோதல்கள் ஆகியவற்றின் விளை",Díky a te ho lost il mio appetito. | Grazie a voi ho lost il mio appetito. | Grazie a lei ho lost il mio appetito.,あんたのせいで食欲をなくしたよ. | お前のせいで食欲失せたわ.,多亏你我胃口都没了.,Kvůli tobě jsi ztratil apetyt.,Graças ఒక você eu perdi meu apetite.,Я из-за тебя аппетит потерял. Я из-за вас аппетит потерял.,Gracias a ti he perdido mi apetito.,සයිenden iştahımı kaybettim.,ඔයා නිසා මට ඇපෙතර් එක නැතිවුනා.
105,1689,It is very hot today.,今日は本当に暑いです. | 今日は本当に暑いです.,It's very warm today.,"Dnes, il fait très chaud. | Il fait très chaud aujourd'hui. | Il fait vraiment chaud aujourd'hui.",Heute ist es sehr heiß. | Es ist sehr heiß heute.,| Hot מאד היום. | Hot מאד היום,Dnes fa molto caldo. | C'è molto caldo oggi. | Fa molto caldo oggi. | Dnes c'è molto caldo.,It's very hot today. | It's very hot today. | It's very hot today.,今天很热。,آج بہت گرم ہے.,Dziś faz muito calor. | Dziś está muito calor.,Сегодня очень жарко.,Hoy hace mucho calor. | Hace mucho calor hoy.,Bugün hava çok sıcak.,Сегодня очень жарко. | Сегодня очень спекотно.
106,1698,Look at me when I talk to you!,మీరు మాట్లాడేkenనాకుచూడండి,Watch me when I talk to you! | Watch me when I talk to you,Regarde-moi quand je te parle! | Regardez-moi quand je vous parle!,"Schau mich an, wenn ich mit dir rede! | Sieh mich an, wenn ich mit dir spreche!","""நான் உன்னிடம் பேசும்போது உன்னிடம் பேசுவாயாக!""",जब तुम मेरी बात करते हो तो देखो! जब तुम मेरी बात करते हो तो देखो!,මම කතා කරනකොට මම බලනවා!,我跟你说话的时候看着我!,"Patrz na mnie, gdy mówię do Ciebie!",Olhe para mim quando eu falar com você!,"Смотрите на меня, когда я с вами разговариваю! | Смотрите на меня, когда я с вами разговариваю!","¡Mírame cuando te hablo! | ¡Mírame, que te estoy hablando!",Seninle konuşurken bana bak!,میں تم سے بات کر رہا ہوں، جب مجھے دیکھو!
107,1705,I'm tired.,මට මහන්සියි! මට මහන්සියි! මට මහන්සියි! මට මහන්සියි!,I'm tired.,Je suis fatigué! | Je suis fatiguée. | Je suis fatigué.,Ich bin müde! | Ich bin müde.,मैं थक गया हूँ. | मैं थक गया हूँ. | मैं थक गया हूँ. | मैं थक गया हूँ.,Jsem v pohodě! | Já jsem v pohodě. | Jsem v pohodě. | Jsem v pohodě. | Jsem v pohodě. | Já jsem v pohodě.,クタクタです。 | 私は、疲れています。 | 疲れたよ。 | 私は疲れた。 | 疲れた! | 疲れたなぁ。 | 疲れたー。 | 眠い。,I'm tired. | I累了. | I累了.,Jestem zmęczony. | Jestem zmęczona.,Jsem unavený. | jsem unavený. | jsem unavený! | jsem unavený! | jsem unavený!,මම ඇහැරුනා.,Já jsem unavená. | Já jsem unavená. | Já jsem unavená. | Já jsem unavená. | Já jsem unavená.,Ben yorgunum. | Yoruldum. | Yorgunum.,Я втомився. | Я втомилася.
