,index,english,translated_from_chinese,translated_from_dutch,translated_from_finnish,translated_from_french,translated_from_german,translated_from_hebrew,translated_from_italian,translated_from_japanese,translated_from_polish,translated_from_russian,translated_from_spanish,translated_from_turkish,translated_from_ukrainian
10311,25538,Are you talking to me?,Are you talking to me?,Ĉu vi parolas al mi?,Nirekin ari zara?,Are you talking to me?,Nirekin ari zara?,Tu parles à moi?,Nirekin ari zara hizketan?,Nirekin ari zara?,Are you talking to me?,Are you talking to me?,Are you talking to me?,Are you talking to me?,Nirekin ari zara?
10406,25640,The king abused his power.,The king abuses his power.,La reĝo misuzis sian potencon.,Erregeak boterea erabili du.,Agellid yexdem tazmert-is.,La reĝo misuzis sian potencon.,Le roi a abusé de son pouvoir.,La reĝo misuzis sian potencon.,Erregeak boterea erabili du.,Erregeak bere boterea erabili du.,La reĝo misuzis sian potencon.,La reĝo misuzis sian potencon.,The king abused his power.,La reĝo misuzis sian potencon.
10449,25684,Did you buy a round-trip ticket?,Did you buy a round-trip ticket?,Ĉu vi aĉetis returbileton?,Did you buy a return ticket?,Telliḍ akkwatu n ubrid?,Ĉu vi aĉetis tien-reen bileton?,Avez-vous acheté un billet de retour?,Ĉu vi aĉetis for- kaj revenan bileton?,다시 돌아가는 티켓을 샀어요?,Did you buy a return ticket?,Ĉu vi aĉetis bileton tien kaj reen?,Did you buy a round-trip ticket?,Did you get a return ticket?,Ĉu vi aĉetis tien-kaj-reen bileton?
10682,25930,Action!,Starting!,-Aurrera!,-Aurrera!,Ekintza!,Azkar!,¡Acción!,-Aurrera!,-Jarraitu!,-Aurrera!,Borrokatzera!,Ekintza!,Motorra!,Borroka egin dezagun!
10706,25954,Draw a circle.,Draw a circle.,Desegnu cirklon.,Marraztu zirkulua.,Marraztu zirkulu bat.,Desegnu cirklon., Peindre un cercle.,Desegnu cirklon.,원을 그려봐,Draw a circle.,Desegnu la cirklon.,Draw a circle.,Draw a circle.,Malpliigu la cirklon.
10903,26170,Can you speak English?,Do you speak English?,Ĉu vi parolas la anglan?,Ingelesez badakizu?,Tzemreḍ ad temmeslayeḍ taglizit?,Ĉu vi scipovas paroli la anglan?,Tu parles anglais?,Ingelesez badakizu?,Ĉu vi povas paroli la anglan?,Ingelesez badakizu?,Ĉu vi parolas la anglan?,Ĉu vi scipovas paroli la anglan?,Ĉu vi parolas la anglan?,Ĉu vi parolas la anglan?
10995,26277,English is an international language.,English is the international language.,La angla estas internacia lingvo.,La angla estas internacia lingvo.,Taenglizit d tutlayt tadellit.,La angla estas internacia lingvo.,L'anglais est une langue internationale.,La angla estas internacia lingvo.,La angla estas internacia lingvo.,La angla estas internacia lingvo., инглиз теле - халыҡ-ара тел.,La angla estas internacia lingvo.,La angla estas internacia lingvo.,La angla estas internacia lingvo.
11099,26397,I wish I could swim.,I wish I could swim.,"Mi deziras, ke mi scipovu naĝi.",Igeri egiten jakin nahi nuke.,Bɣiɣ lukan zemreɣ ad ssneɣ ad rnuɣ.,"Mi deziras, ke mi scipovu naĝi.",J'aimerais pouvoir nager.,Mi ŝatus scii naĝi.,Igeri egin nahi dut.,Mi deziras scii naĝi.,Mi scipovus naĝi.,"Mi deziras, ke mi povu naĝi.",I wish I could swim.,"Mi deziras, ke mi scipovu naĝi."
11336,26653,You are lying.,You're lying.,Gezurretan ari zara.,Ez esan gezurrik!,Gezurretan ari zara.,Gezurretan ari zara.,Vous êtes des menteurs.,Gezurretan ari zara.,거짓말하고 있어요,Gezurretan ari zara.,Gezurretan ari zara.,Gezurretan ari zara.,You're lying to me.,Vi mensogas.
12245,27641,Leave me alone.,Let me be alone.,Utzi bakean!,Utzi bakean.,- Leave me alone. - What?,Utzi bakean!,Laissez-moi seul.,Utzi bakean.,Utzi bakean!,"Leave me alone, please.",Leave me alone.,Utzi bakean.,Leave me alone.,Utzi bakean.
12400,27808,He didn't say a word.,He didn't say anything.,He didn't say a word.,He didn't say anything.,He didn't say a word.,Li diris neniun vorton.,Il n'a pas dit un mot.,He didn't say a word.,그는 아무 말도 하지 않았다.,He didn't say a word.,Li diris neniun vorton.,He didn't say a word.,He didn't say a word.,Li diris neniun vorton.
12586,28006,What did he say?,What did he say?,Zer esan du?,Zer esan du?,What did he say?,Zer esan du?,Qu'a-t-il dit?,Zer esan du?,그는 무슨 말을 했을까요?,Zer esan du?,Zer esan du?,Zer esan du?,What did he say?,Zer esan du?
12698,28129,Wrong.,I'm wrong.,Akats bat izan da.,Okerrekoak.,Ez da egia.,Okerra da.,Une erreur.,Okerrago.,"- 아니, 그렇지",Ez dago ondo.,Ez da zuzena.,Faltsua.,It's wrong.,Ez da zuzena.
12727,28159,My stomach hurts.,My stomach hurts.,Mia ventro doloras.,My stomach hurts.,Tettaɣ-iyi-d uḥezzeb deg uεebbuḍ-iw.,Mi havas stomakodolorojn.,Mi estómago me duele.,Mia stomako doloras min.,위통이 심해지죠.,My stomach hurts.,Mia stomako doloras.,Mia stomako doloras.,My stomach hurts.,Mi havas stomakdoloron.
13148,28607,Not bad.,I'm not.,I've been doing it for a long time.,Ez dago gaizki.,Ez dago gaizki.,Ez dago gaizki.,Pas mal...!,Ez dago gaizki.,나쁘지 않아,Ez dago gaizki.,Ez dago gaizki.,It's not bad.,It's not bad.,Ez dago gaizki.
13494,28989,I like pizza very much.,I really like pizza.,Mi tre ŝatas picon.,I really like pizza.,Ḥemmleɣ mliḥ pizza.,Mi tre ŝatas picon.,J'aime beaucoup la pizza.,Mi tre ŝatas picon.,Mi amas picon.,I really like pizza.,Mi tre ŝatas picon.,Mi tre ŝatas picon.,Mi tre ŝatas picon.,Mi tre ŝatas picon.
13554,29049,I am at home.,I'm at home.,Etxean nago.,Etxean nago.,Etxean nago.,Etxean nago.,Je suis à la maison.,Etxean nago.,Mi estas hejme.,Etxean nago.,Etxean nago.,Etxean nago.,I'm at home.,Mi estas hejme.
14079,29600,Linda loves chocolate.,Linda likes chocolate.,Linda ŝatas ĉokoladon.,Linda loves chocolate a lot.,Linda tḥemmel ccakula.,Linda ŝatas ĉokoladon.,Linda aime le chocolat.,Linda ŝatas ĉokoladon.,Linda ŝatas ĉokoladon.,Linda loves the chocolate.,Linda ŝatas ĉokoladon.,Linda ŝategas ĉokoladon.,Linda ŝatas ĉokoladon.,Linda ŝategas ĉokoladon.
14090,29612,I am eating an apple.,I'm eating an apple.,Mi manĝas pomon.,Mi manĝas pomon.,Tetteɣ taεmert.,Mi manĝas pomon.,Ahora mismo estoy comiendo una manzana.,Mi manĝas pomon.,Mi manĝas pomojn.,Mi manĝas pomojn.,Mi manĝas pomon.,Mi manĝas pomon.,Mi manĝas pomon.,Mi manĝas pomon.
14108,29632,The apple fell from the tree.,The apple fell from the tree.,La pomo falis de la arbo.,La pomo falis de la arbo.,Ttɛeǧǧa-d taffawt seg ttejra.,La pomo falis de la arbo.,La pomme s'est écroulée du bois.,La pomo falis de la arbo.,La pomoj falis de la arbo.,Pomo falis de arbo.,La pomo falis de la arbo.,La pomo falis de la arbo.,La pomo falis de la arbo.,La pomo falis de la arbo.
14125,29653,Lincoln died in 1865.,Lincoln died in 1865.,Lincoln mortis en 1865.,Lincoln 1865ean hil zen.,Lincoln yemmut deg useggas n 1865.,Lincoln mortis en 1865.,Lincoln murió en 1865.,Lincoln mortis en 1865.,링컨은 1865년에 죽었습니다.,Lincoln mortis en 1865.,Линкольн 1865 йылда вафат була.,Lincoln mortis en 1865.,Lincoln mortis en 1865.,Lincoln mortis en 1865.
14219,29749,I'm listening to the radio.,I'm listening to the radio.,Mi aŭskultas la radion.,Irratia entzuten ari naiz.,Ttḥessiseɣ i rradyu.,Mi aŭdas radion.,Je suis à la radio.,Mi aŭskultas la radion.,저는 라디오를 듣고 있습니다.,Irratia entzuten ari naiz.,Mi aŭskultas la radion.,Mi aŭskultas la radion.,Mi aŭskultas la radion.,Mi aŭskultas la radion.
14232,29763,Turn on the radio.,Turn on the radio.,Ŝaltu la radion.,Can you turn on the radio?,Turn on the radio.,Ŝaltu la radion.,Piztu irratia.,Ŝaltu la radion.,라디오를 켜,Piztu irratia.,Ŝaltu la radion.,Ŝaltu la radion.,Turn on the radio.,Ŝaltu la radion.
14305,29839,The lion is the king of beasts.,The lion is the king of the wild beasts.,La leono estas la reĝo de la bestoj.,Lehoia animalien erregea da.,Aẓar d agellid n lmal.,La leono estas la reĝo de la bestoj.,Le lion est le roi des animaux.,La leono estas la reĝo de la bestoj.,사자는 백신들의 왕입니다.,Leono estas la reĝo de la bestoj.,Leono estas la reĝo de la bestoj.,La leono estas la reĝo de la bestoj.,The lion is the king of the animals.,La leono estas la reĝo de la bestoj.
14311,29846,The lion is the king of the jungle.,The lion is the king of the jungle.,La leono estas la reĝo de la arbaro.,Lehoi bat basoko erregea da.,Aẓar d agellid n tẓegwa.,La leono estas la reĝo de la ĝangalo.,Le lion est le roi de la jungle.,La leono estas la reĝo de la ĝangalo.,사자는 정글의 왕입니다.,Leono estas reĝo de la ĝangalo.,La leono estas la reĝo de la ĝangalo.,La leono estas la reĝo de la ĝangalo.,La leono estas la reĝo de la arbaro.,La leono estas la reĝo de la ĝangalo.
14382,29922,Listen carefully.,Listen carefully.,Entzun arretaz.,Entzun arretaz.,Entzun ondo.,Entzun arretaz.,Écoutez attentivement.,Entzun arretaz.,"이봐요, 이봐요, 이봐요, 이봐요, 이봐요",Entzun arretaz.,Entzun arretaz!,Entzun arretaz.,Listen to me carefully.,Entzun arretaz.
14483,30030,School starts in September in Europe.,The European schools opened in September.,En Eŭropo la lernejoj komenciĝas en septembro.,"In Europe, schools start in September.",Ad yebdu aɣerbaz deg Tubeṛ.,En Eŭropo la lernejo komenciĝas en septembro.,L'école commence en septembre en Europe.,La lernejo komenciĝas en septembro en Eŭropo.,En Eŭropo la lernejoj komenciĝas en septembro.,La lernejo en Eŭropo komenciĝas en septembro.,Yurub dugsiyada waxaa laga bilaabaa bisha Sebtember.,En Eŭropo la klasoj komenciĝas en septembro.,En Eŭropo la lernejo komenciĝas en septembro.,"In Europe, school startings begin in September."
14506,30054,Sweet dreams!,I wish you a good dream.,Dormu bone!,Amets ederrak!,Have some good dreams.,Sonĝo dolĉa!,¡Los sueños son reales!,Urrezko ametsak!,좋은 꿈이 있어,Amets gozoak izan!,Amets gozoak izan!,Amets zoriontsuak!,Sweet dreams!,Amets gozoak izan!
14536,30085,Have a nice day.,I wish you a good day.,Havu bonan tagon!,Egun ona izan.,Egun ona izan.,Egun ona izan.,Que vous ayez une bonne journée.,Egun ona izan.,좋은 날 보내세요,Egun ona izan.,Egun ona izan.,Have a good day.,Egun on.,Egun on.
14575,30126,Drive slowly.,It's a slow drive.,Poliki gidatu.,Poliki gidatu.,Poliki gidatu.,Poliki gidatu.,Allez plus lentement.,Stiru malrapide.,차 좀 차라리 운전해,Poliki gidatu.,Polikiago joan.,Poliki gidatu.,Drive slowly.,Iru pli malrapide.
14751,30316,Hi! How are you?,"Oh, are you okay?","Hey, how you doing?","Hey, how are you?","Hey, how you doing?",How are you?,Comment allez-vous?,How are you?,"안녕하세요, 괜찮아요?","Hey, how are you?",How are you?,"Hey, how you doing?","Hey, how are you?","Hi, how are you?"
14804,30375,I wish I were taller.,I wish I was taller.,Mi dezirus esti pli granda.,Handiagoa izan nahi nuke.,Lhan lliɣ bɣiɣ ad iliɣ d ameqqran.,"Mi deziras, ke mi estus pli alta.",J'aimerais être plus grand.,Mi ŝatus esti pli alta.,더 키가 좋겠어,Handiagoa izan nahi nuke.,I wish I was higher.,I wish it was higher.,I wish I was taller.,Mi ŝatus esti pli alta.
14824,30397,Louder.,I'm not going to say anything.,Ozenago.,Gogorrago.,Indartsuago.,Ozenago.,Plus fort.,Indartsuago.,더 큰 거리로,Ozenago.,-Ozenago.,Altuago.,It's louder than that.,Ozenago.
14826,30399,"Louder, please.","Please, speak up.","I'm sorry, but I'm not.","Read more, please.","- More loudly, please.","- No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.","Plus fort, s'il vous plaît.","- Shut up, please.",더 큰 목소리를 내세요.,"- No, no, no. - No, no, no, no. - You're not going to be able to hear me.","- No, no, no. - No, no, no, no. - No, no, no, no.","- Stronger, please.","Higher, please.","Pli laŭte, mi petas."
14958,30542,Definitely!,It's got to be!,- I'm sure you are!,- Of course you are!,- Of course you are!,Ez horregatik.,C'est certainement le cas!,-Hori da guztia!,Ez da izango!,I'm sure you will!,Of course you are!,"-Ez, ez dut uste.",I'm sure you will!,"-Bai, noski, bai."
15238,30835,I wouldn't do that if I were you.,"If I were you, I wouldn't do that.",I wouldn't do that if I were you.,I wouldn't do that if I were you.,I wouldn't do that if I were you.,"Mi ne farus tion, se mi estus vi.",Je ne le ferais pas si j'étais à votre place.,I wouldn't do that if I were you.,내가 너라면 그렇게 하지 않을거야,I wouldn't do that if I were you.,"Mi ne farus tion, se mi estus vi.",I wouldn't do it.,I wouldn't do that if I were you.,I wouldn't do that if I were you.
15358,30970,Are you there?,Are you there?,- Are you there? - Yes.,Are you there? - Yes.,- Are you there? - Yes.,- Are you there? - Yes.,Vous êtes là?,Are you there?,"만약 당신이 왔다면,",Are you there?,Are you there?,Are you?,Are you there?,Are you there?
15690,31334,Time is up.,It's time.,Denbora amaitu da.,Denbora bukatu da.,Time has passed.,Denbora amaitu da.,Ton temps est passé.,Denbora agortu da.,이제 끝이야,Denbora joan da.,"-Ez, ez da une egokia.",Time is up.,Time is up.,Ez dago astirik.
15703,31348,We have no time.,We don't have time.,Ez dugu astirik.,Ez dugu astirik.,We don't have time.,Ez dugu astirik.,Nous n'avons pas le temps libre.,Ez dugu astirik.,Ez dago astirik.,Ez dugu astirik.,Ez dugu astirik.,Ez dugu astirik.,We don't have time.,Ez dugu astirik.
15728,31380,I have to leave now.,I have to go.,I have to go now.,I have to go now.,I have to go now.,Joan beharra dut.,Je dois partir maintenant.,I have to go now.,이제 가야 해,I have to go now.,I'm going to go.,I've got to go now.,I have to go now.,I have to go now.
15737,31390,"No, thank you.","No need, thank you.","Ez, eskerrik asko.","Ez, eskerrik asko.","Ez, eskerrik asko.","Ez, eskerrik asko.","Non, merci.","Ez, eskerrik asko.","- 아니, 괜찮아요","Ez, eskerrik asko.","Ez, eskerrik asko.","Ez, eskerrik asko.","No, thank you.","Ez, eskerrik asko."
15814,31476,"Could you repeat that, please?",Can you repeat that?,Ĉu vi povas ripeti tion?,Can you repeat that?,"Tzemreḍ ad d-tenniḍ aya, ttxil-k?",Ĉu vi bonvolas ripeti tion?,"Pourriez-vous le répéter, s'il vous plaît?","Could you repeat that, please?",다시 말해봐요.,"Please, repeat.","Could you repeat that, please?","Could you repeat that, please?",Could you please repeat that?,"Ĉu vi povus ripeti tion, mi petas?"
15855,31522,Please show me another one.,Please show me another one.,Can you show me another one?,Can you show me something else?,"Please, show me another one.",Bonvolu montri al mi alian.,"Montrez-moi un autre, s'il vous plaît.","Please, let me see another one.",다른 것을 보여드리겠습니다.,Show me another one.,Please show me another one.,Please teach me another one.,Please show me another one.,Bonvolu montri al mi alian.
15896,31565,I almost drowned.,I almost drowned.,I almost drowned.,Ia ito egin naiz.,Ɣas i d-neɣḍeɣ.,Ia ito egin nintzen.,J'ai failli naufrage.,Ia ito naiz.,그 중 한 명은,Ia ito egin naiz.,I almost drowned.,I almost drowned.,I was almost drowning.,Mi preskaŭ subakviĝis.
15943,31620,It is almost three.,It's three o'clock.,Estas preskaŭ la tria.,It's almost 3:00.,It's almost three o'clock.,Estas preskaŭ la tria.,Il est presque trois heures.,Estas preskaŭ la tria.,Hiruak dira.,It's almost 3:00.,Three soon.,It's almost three.,Almost three.,Ia hirugarrena da.
16000,31683,It's already seven.,It's seven o'clock now.,It's already seven o'clock.,It's already 7:00.,It's already seven o'clock.,It's already 7: 00.,Il est déjà sept heures.,It's already 7:00.,Zazpiak dira.,It's already 7:00.,It's already seven.,It's already 7:00.,It's already 7:00.,Zazpiak dira.
16038,31723,Try again.,Try it again.,Try it again.,Saiatu berriro.,Saiatu berriro.,Provu denove.,Essayez à nouveau.,Saiatu berriro.,다시 한번 해봐,Try it again.,Try it again.,Try it again.,Try it again.,Saiatu berriro.
16201,31892,Mary is tall.,Mary is tall.,Manjo estas alta.,Manjo estas alta.,Marie d tameqqrant.,Manjo estas alta.,Marie est haute.,Manjo estas alta.,Manjo estas alta.,Manjo estas alta.,Manjo estas alta.,Manjo estas alta.,Manjo estas alta.,Manjo estas alta.
16209,31900,Mary understands Chinese.,Mary understands Chinese.,Manjo komprenas la ĉinan.,Manjo komprenas la ĉinan.,Marie tesεa tacinit.,Manjo komprenas la ĉinan.,Mary comprend le chinois.,Manjo komprenas la ĉinan.,Manjo scipovas la ĉinan.,Mary komprenas la ĉinan.,Manjo komprenas la ĉinan.,Maria komprenas la ĉinan.,Manjo komprenas la ĉinan.,Manjo komprenas la ĉinan.
16216,31907,Mary ran.,Mary ran away.,Manjo kuris.,Mary ran.,Mary tezzel.,Manjo kuris.,Marie est en train de courir.,Manjo kuris.,Manjo kuris.,Manjo kuris.,Manjo kuris.,Manjo kuris.,Manjo kuris.,Manjo kuris.
16275,31969,Mary plays the piano.,Mary plays the piano.,Manjo ludas pianon.,Manjo ludas pianon.,Mary tetturar piano.,Manjo ludas pianon.,Mary joue du piano.,Manjo ludas la pianon.,Manjo ludas pianon.,Manjo ludas pianon.,Manjo ludas pianon.,Manjo ludas la pianon.,Manjo ludas pianon.,Manjo ludas pianon.
16371,32071,You're disgusting!,You're dead in your head!,Nazkagarria zara!,Nazka ematen didazu!,You're disgusting!,Nazkagarria zara!,Tu es dégoûtant!,Nazkagarria zara!,Gutxienez!,Nazkagarria zara!,Nazkagarria zara!,Nazkagarria zara!,Nazkagarria zara!,Nazkagarria zara!
16803,32527,I agree completely.,I totally agree.,I totally agree.,I totally agree.,I totally agree.,Mi tute konsentas.,Je suis tout à fait d'accord!,I totally agree.,저는 이 모든 것을,I totally agree.,I totally agree.,I totally agree.,I totally agree.,Mi tute konsentas.
