,index,english,translated_from_chinese,translated_from_dutch,translated_from_finnish,translated_from_french,translated_from_german,translated_from_hebrew,translated_from_italian,translated_from_japanese,translated_from_polish,translated_from_russian,translated_from_spanish,translated_from_turkish,translated_from_ukrainian
3110,17795,I guess you are right.,I guess you're right.,"Mi supozas, ke vi pravas.",I think you're right.,.مەنچە سىز توغرىلىسىز,.مەن سىزنىڭ ئويلىغىنىڭىزدەك توغرا.مەن سىزنىڭ ئويلىغىنىڭىزدەك توغرا.مەن سىزنىڭ ئويلىغىنىڭىزدەك توغرا.مەن سىزنىڭ ئويلىغىنىڭىزدەك توغرا.مەن سىزنىڭ ئويلىغىنىڭىزدەك توغرا.مەن سىزنىڭ ئويلىغىنىڭىزدەك توغرا.مەن سىزنىڭ ئويلىغىنىڭىزدەك توغرا.مەن سىزنىڭ ئويلىغىنىڭىزدەك توغرا.مەن سىزنىڭ ئويلىغىنىڭىزدەك توغرا.مەن سىزنىڭ ئويلىغىنىڭىزدەك توغرا.مەن سىزنىڭ ئويلىغىنىڭىزدەك توغرا.مەن سىزنىڭ ئويلىغىنىڭىزدەك توغرا.مەن سىزنىڭ ئويلىغىنىمدەك توغرا.مەن سىزنىڭ ئويلىغىنىمدەك توغرا.مەن سىزنىڭ ئويلىغىنىمدەك توغرا.مەن سىزنىڭ ئويلىغىنىمدەك توغرا.مەن شۇنداق قىلىمەن,Je suppose que vous avez raison.,.مەن سىزنىڭ ئويلىغىنىڭىزدەك توغرا بولىدۇ.مەن سىزنىڭ ئويلىغىنىڭىزدەك توغرا بولىدۇ,네 말이 맞다고 생각하네,I think you're right.,.مەنچە سىز شۇنداق ئويلىنىۋاتىسىز,I guess you're right.,.مەنچە سىز توغرىلىسىز,"Mi kredas, ke vi pravas."
3143,17829,I love you more than you love me.,I love you more than you love me.,Mi amas vin pli ol vi amas min.,I love you more than you love me.,Ḥemmleɣ-k ugar n kečč.,I love you more than you love me.,Je t'aime plus que tu m'aimes. Je t'aime plus que tu m'aimes. Je t'aime plus que tu m'aimes.,Mi amas vin pli ol min.,Mi amas vin pli ol vi amas min. Mi amas vin pli ol vi amas min.,I love you more than you love me.,Mi amas vin pli ol vi min.,I love you more than you love me. I love you more than you love me.,I love you more than you love me.,Mi amas vin pli ol vi min.
3185,17881,I know you are rich.,I know you're rich.,.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن شۇنداق قىلىمەن، سىز شۇنداق قىلىمەن، سىز شۇنداق قىلىمەن، سىز شۇنداق قىلىمەن، سىز شۇنداق قىلىمەن,I know you're rich.,.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن,I know you're rich. I know you're rich.,Je sais que tu es riche. Je sais que tu es riche. Je sais que tu es riche.,.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن شۇنداقلا شۇنداقلا سىز بايلىقىڭىزنى بىلىمەن.مەن شۇنداقلا سىز بايلىقىڭىزنى تېخىمۇ ياخشى كۆرىمەن.مەن شۇنداقلا سىز بايلىققا ئىگە بولالايمەن.مەن شۇنداقلا سىز بايلىققا ئېرىشەيمەن.مەن شۇنداقلا سىز بايلىققا ئېرىشەيمەن.مەن شۇنداقلا سىز شۇنداقلا,당신이 부유한 사람이라는 걸 알고 있습니다.,I know you're rich.,.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن سىزنىڭ بايلىقىڭىزنى بىلىمەن.مەن شۇنداقلا شۇنداقلا شۇنداقلا شۇنداقلا شۇنداقلا شۇنداقلا شۇنداقلا شۇنداقلا شۇنداقلا شۇنداقلا شۇنداقلا شۇنداقلا شۇنداقلا شۇنداقلا,I know you're rich.,I know you're rich. I know you're rich.,"Mi scias, ke vi estas riĉa."
3310,18017,I don't blame you.,I don't blame you.,I'm not blaming you.,I don't blame you for that.,.مەن سىزگە ئەيىبلىمەيمەن,I'm not blaming you. I'm not blaming you. I'm not blaming you.,"Je ne vous blâme pas, je ne vous blâme pas, je ne vous blâme pas.",.مەن سىزگە ئەندىشە قىلمايمەن.مەن سىزگە ئەندىشە قىلمايمەن.مەن سىزگە ئەندىشە قىلمايمەن.مەن سىزگە ئەندىشە قىلمايمەن,"그리고, 당신이 그렇게 하는 것은 당연한 일입니다.",I don't blame you. I don't blame you. I don't blame you.,.مەن سىزنى ئەيىبلەيمەن.مەن سىزنى ئەيىبلەيمەن.مەن سىزنى ئەيىبلەيمەن.مەن سىزنى ئەيىبلەيمەن,.مەن سىزگە ئەندىشە قىلمايمەن. ∙∙مەن سىزگە ئەندىشە قىلمايمەن. ∙∙مەن سىزگە ئەندىشە قىلمايمەن,.مەن سىزنى ئەيىبلەيمەن,Ez dizut errua botatzen.
3361,18073,You don't understand.,You don't understand. You don't understand. You don't understand.,.سىز بۇنى چۈشەنمەيسىز. سىز بۇنى چۈشەنمەيسىز.,Ez duzu ulertzen.,.سىز چۈشەنمەيسىز,Ez duzu ulertzen.,Vous ne comprenez pas.,.سىز چۈشەنمەيسىز..سىز چۈشەنمەيسىز..ئۇ چۈشەنمەيدۇ..ئۇ چۈشەنمەيدۇ..سىز چۈشەنمەيسىز.,넌 몰라,Ez duzu ulertzen.,.سىز چۈشەنمەيسىز,You don't understand. He doesn't understand.,You don't understand that.,Vi ne komprenas. Vi ne komprenas.
3552,18278,The sky is full of stars.,The sky is full of stars.,La ĉielo estas plena de steloj.,La ĉielo estas plena de steloj.,.ئاسمان يۇلتۇزلار بىلەن تولۇپ كەتكەن,The sky is full of stars.,Le ciel est rempli d'étoiles.,La ĉielo estas plena de steloj.,그리고 저는 이 모든 것을 알고 있습니다.,La ĉielo estas plena de steloj.,.ئاسمان يۇلتۇزلار بىلەن تولۇپ تۇرىدۇ,La ĉielo estas plena de steloj.,La ĉielo estas plena de steloj.,La ĉielo estas plena de steloj.
3619,18356,Stop grumbling.,Stop your whining.,Utzi marmarra egiteari.,Utzi marmarka egiteari.,.ئۇنداق دېمىگىن، سەت گەپ قىلما.,Utzi marmarra egiteari.,"Arrête de te plaindre, arrête de te plaindre, arrête de te faire des reproches.",.ئۆزىڭىزنىڭ نامى بىلەن پەقەت نامى بىلەنلا مۇنازىرىلىشىشكە بولىدۇ,Ez kexatu gehiago.,Ez kexatu.,.بولماسلىققا چىداپ تۇرۇڭ,Stop whining. Stop complaining.,Stop whining.,.بۇنىڭدىن كېيىن، پىچىرلاشماڭلارنى توختىتىڭلار
3758,18505,Money is the root of all evil.,For money is the root of all evil.,Mono estas la radiko de ĉiu malbono.,Money is the beginning and the root of all evil.,D idrimen i d tamɣart n lxiṛ.,Mono estas la radiko de ĉiuj malbono.,L'argent est la racine de tout mal.,Mono estas la radiko de ĉiuj malbonoj.,돈은 모든 악의 근원입니다.,Money is the source of all evil.,.پۇل - بارلىق يامانلىقلارنىڭ تۈپ يىلتىزى,Mono estas la radiko de ĉiuj malbonoj.,.پۇل - بارلىق يامانلىقلارنىڭ تۈپ يىلتىزى.پۇل - بارلىق يامانلىقلارنىڭ ئانىسى,Mono estas la radiko de la malbono.
3781,18531,I wish I were rich.,I wish I had money.,.مەن باي بولۇشنى خالايمەن. مەن باي بولۇشنى خالايمەن.,Aberatsa izan nahi nuke.,.مەن باي بولۇشنى خالايمەن.مەن باي بولۇشنى خالايمەن,.مەن باي بولسامچۇ! ئەگەر باي بولسامچۇ!,J'aimerais être riche.,.مەن باي بولۇشنى خالايمەن.مەن باي بولۇشنى خالايمەن.مەن باي بولۇشنى خالايمەن,저는 부유한 사람이라면 좋겠습니다.,I wish I was rich.,.مەن باي بولۇشنى خالايمەن.مەن باي بولۇشنى خالايمەن.مەن باي ئەمەسمەن.مەن باي ئەمەسمەن.مەن باي ئەمەسمەن,.مەن باي بولسامچۇ..مەن باي بولسامچۇ..مەن باي بولسامچۇ..مەن باي بولسامچۇ..مەن باي بولسامچۇ..مەن باي بولسامچۇ.,I wish I was rich.,.مەن باي بولۇشنى خالايمەن. مەن باي بولۇشنى خالايمەن. مەن باي ئەمەسمەن. مەن باي ئەمەسمەن. مەن باي بولۇشنى خالايمەن.
3870,18631,Money talks.,Money is everything.,Mono regas la mondon.,Dirua hitz egiten ari da.,D idrimen i d agellid.,Mono regas la mondon.,Il parle beaucoup.,.پۇل سۆزلىيەلمەيدۇ,돈은 말이지요.,Money has the power to persuade.,Diruak dena konpontzen du.,Money moves the world. The powerful gentleman is Don Money.,Money speaks. The one with the money speaks.,Mono solvas ĉion.
4377,19170,Don't be afraid.,Don't be afraid. Don't be afraid!,Ez izan beldurrik.,Ez izan beldurrik.,قورقماڭلار. قورقماڭلار. قورقماڭلار. قورقماڭلار. قورقماڭلار. قورقماڭلار.,Ez izan beldurrik.,"N'ayez pas peur, n'ayez pas peur, n'ayez pas peur!",قورقماڭلار. قورقماڭلار. قورقماڭلار. قورقماڭلار. قورقماڭلار.,Ez izan beldurrik.,Ez izan beldurrik.,قورقماڭ. قورقماڭ.,Ez izan beldurrik.,قورقمىغىن. قورقمىغىن.,Ne timu.
4540,19342,"Fish, please.","Arraina, eskerrik asko.","Fish, please.","Fish, please.","D iselman, ma ulac aɣilif.","Fish, please.","Un poisson, s'il vous plaît.","Fish, please. Fish, please.",어기를 부탁드립니다.,"I'll have a fish, please.",.مېنىڭ بېلىقىم بار، قېنى؟,"Fish, please.","Fish, please.","Fiŝon, mi petas."
4770,19587,Call an ambulance.,Call the ambulance.,Call an ambulance.,Deitu anbulantziari!,.بىر مەشىقخانىنى چاقىرغىن,Deitu anbulantzia bati. Deitu anbulantzia bati.,Appelez une ambulance.,.ئۇنداقتا، ئاپتونوموبىلغا چاقىرغىن,응급차를 불러주세요! 응급차를 불러주세요!,Deitu anbulantziari.,.ئەسكەرلىك جىددىي ئەھۋالنى چاقىرىڭلار.ئەسكەرلىك جىددىي ئەھۋالنى چاقىرىڭلار.ئەسكەرلىك جىددىي ئەھۋالنى چاقىرىڭلار.ئەسكەرلىك جىددىي ئەھۋالنى چاقىرىڭلار,Call an ambulance. Call an ambulance. Call an ambulance.,Call an ambulance.,.سۈرەتلىك ھالەتنى چاقىرىڭلار
4896,19729,Haste makes waste.,The speed is not enough.,Rapida rapido malofte estas bona.,"Poliki, baina ziur.",.سۈرئەتنىڭ زىيىنى ئېغىر بولىدۇ,Azkar!,La vitesse du diable.,.سۈرئەت بىر يامان مەسلىھەتچى.سۈرئەت بىر كاتتا جۈپتىلەرنى كور قىلىۋېتىدۇ.سۈرئەت بىر ئادەم ساغلاملىققا ئىگە بولىدۇ.ئۇمۇ بىر يىراققا كېتىدۇ,အရှိန်နဲ့ လှည့်လိုက်ပါ အရှိန်နဲ့ လှည့်လိုက်ပါ အရှိန်နဲ့ လှည့်လိုက်ပါ အရှိန်နဲ့ လှည့်လိုက်ပါ အရှိန်နဲ့ လှည့်လိုက်ပါ အရှိန်နဲ့ လှည့်လိုက်ပါ အရှိန်နဲ့ လှည့်လိုက်ပါ အရှိန်နဲ့ လှည့်လိုက်ပါ အရှိန်နဲ့ လှည့်လိုက်ပါ အရှိန်နဲ့ လှည့်လိုက်ပါ အရှိန်နဲ့ လှည့်လိုက်ပါ အရှိန်နဲ့ လှည့်လိုက်ပါ အရှိန်နဲ့ လှည့်လိုက်ပါ အရှိန်နဲ့ လှည့်လိုက်ပါ အရှိန်နဲ့ လှည့်လိုက်ပါ အရှိန်နဲ့ လှည့်လိုက်ပါ အရှိန်နဲ့ လှည့်လိုက်ပါ အရှိန်နဲ့ လှည့်လိုက်ပါ အရှိန်နဲ့ လှည့်လိုက်ပါ အရှိန်နဲ့ လှည့်လိုက်ပါ အရှိန်နဲ့ လှည့်လိုက်ပါ အရှိန်နဲ့ လှည့်လိုက်ပါ အရှိန်နဲ့ လှည့်လိုက်ပါ အရှိန်နဲ့ လှည့်လိုက်ပါ အရှိန်နဲ့ လှည့်,"When a man is in a hurry, the devil is happy.",.ئۇنداق قىلساڭلار، باشقىلار سىلەرنى مەسخىرە قىلىشى مۇمكىن,Haste is a bad counselor.,.ئۇچۇرلۇقتىن قوغلىنىشقا بولمايدۇ.ئۇچۇرلۇقتىن قوغلىنىشقا بولمايدۇ.ئۇچۇرلۇقتىن قوغلىنىشقا بولمايدۇ,Jendea barregarri utziko duzu.
4900,19733,Please hurry.,Please make it quick.,.سىلەر تېزلىتىسىلەر، تېزلىتىسىلەر، تېزلىتىسىلەر، تېزلىتىسىلەر، تېزلىتىسىلەر، تېزلىتىسىلەر، تېزلىتىسىلەر، تېزلىتىسىلەر، تېزلىتىسىلەر، تېزلىتىسىلەر، تېزلىتىسىلەر، تېزلىتىسىلەر، تېزلىتىسىلەر، تېزلىتىسىلەر، تېزلىتىسىلەر,Bonvolu rapidiĝi.,"Hurry up, please.",.ئۇچۇرۇڭلار، تىرىشىڭلار، تىرىشىڭلار، تىرىشىڭلار، تىرىشىڭلار," S'il vous plaît, dépêchez-vous!",.چاپلاڭ، چاپلاڭ، چاپلاڭ، چاپلاڭ، چاپلاڭ، چاپلاڭ، چاپلاڭ، چاپلاڭ، چاپلاڭ، چاپلاڭ، چاپلاڭ، چاپلاڭ، چاپلاڭ، چاپلاڭ، چاپلاڭ، چاپلاڭ، چاپلاڭ، چاپلاڭ، چاپلاڭ، چاپلاڭ، چاپلاڭ، چاپلاڭ، چاپلاڭ، چاپلاڭ، چاپلاڭ، چاپلاڭ، چاپلاڭ، چاپلاڭ، چاپلاڭ، چاپلاڭ، چاپلاڭ، چاپلاڭ، چاپلاڭ، چاپلاڭ، چاپلاڭ، چاپلاڭ، چاپلاڭ، چاپلاڭ، چاپلاڭ، چاپ,빨리 가세요,.ئۇچۇرۇڭ، ئالدىراڭ، ئالدىراڭ، ئالدىراڭ، ئالدىراڭ، ئالدىراڭ، ئالدىراڭ، ئالدىراڭ، ئالدىراڭ، ئالدىراڭ,.ئۇچۇر، تېزلەپ كەتسەڭلار، تېزلەپ كەتسەڭلار، تېزلەپ كەتسەڭلار، تېزلەپ كەتسەڭلار، تېزلەپ كەتسەڭلار، تېزلەپ كەتسەڭلار، تېزلەپ كەتسەڭلار، تېزلەپ كەتسەڭلار، تېزلەپ كەتسەڭلار، تېزلەپ كەتسەڭلار، تېزلەپ كەتسەڭلار، تېزلەپ كەتسەڭلار، تېزلەپ كەتسەڭلار، تېزلەپ كەتسەڭلار، تېزلەپ كەتسەڭلار، تېزلەپ كەتسەڭلار، تېزلەپ كەتسەڭلار، تېزلەپ كەتسەڭلار,"Hurry up, please.",Please hurry.,Bonvolu rapidiĝi.
